conference ,title,description,company,industry
NVIDIA GTC 2020,Rebalancing the Load: Profile-Guided Optimization of the NAMD Molecular Dynamics Program for Modern GPUs using Nsight Systems [s21547],"We'll show how we more than doubled the performance of the Nanoscale Molecular Dynamics program on modern GPUs through the use of profile-guided optimization with Nsight Systems and Nsight Compute. NAMD has historically offloaded most computation to GPUs, leaving a much smaller amount of work and device management to the CPU. However, the tremendous performance available on modern GPUs has led to an imbalance, in which the CPU work becomes a bottleneck while the GPU is left idling. We'll show how we improve GPU utilization and overall application performance by moving the remaining workload to the GPU while reducing CPU overhead due to communication and synchronization, all discovered with the help of Nsight Systems. We'll also discuss ongoing efforts in tuning the performance of our most compute-intensive kernels with Nsight Compute.","Julio Maia, Research Programmer, University Of Illinois at Urbana-Champaign",Higher Education / Research
NVIDIA GTC 2020,Running Multi-Messenger Astrophysics with IceCube Across All Available GPUs in the Cloud [S22206],"We'll report on a computational experiment that marshaled all globally available for-sale NVIDIA GPUs across AWS, Azure, and GCP. The net result was a peak of about 51,000 GPUs of eight different kinds, with an aggregate peak of about 380 PFLOPS fp32. The experiment used simulations for the IceCube Neutrino Observatory, an array of some 5,000 optical sensors buried deep within a cubic kilometer of ice at the South Pole. The sensors detect the signatures of shock waves created by particles from neutrino interactions passing through the ancient ice sheets. Simulation is needed to properly account for natural ice imperfections, and photon propagation codes are a natural fit for GPGPU computing. We'll provide both a summary overview and technical details of the infrastructure needed to create a supercomputer-like environment across multiple cloud providers, as well as an overview of the science behind IceCube and how GPU compute helps in advancing the scientific goals.","Igor Sfiligoi, Lead Scientific Software Developer and Researcher, UC San Diego - San Diego Supercomputer Center",Higher Education / Research
NVIDIA GTC 2020,Runtime Analysis of Spatial Structure: A CUDA Implementation of Minkowski Functionals [P21829],"Interested in characterizing spatial structure inherent in 3D scalar fields from simulated or imaged data? This poster presents an accelerated solution of the widely-used Minkowski functionals, using both OpenACC and CUDA on commodity GPUs. We'll present methods to minimize the memory footprint, and hence reduce data-transfer costs. Based on measurement frequency, an OpenACC rather than a CUDA solution might be appropriate. Next steps highlight the additional methods to further enhance and fine-tune the performance of the CUDA solution. Minkowski functionals have been widely applied in cosmology, material science, engineering, microbial ecology, and health care.","Ruth Falconer, Head of Division, Abertay University",Higher Education / Research
NVIDIA GTC 2020,Scaling Deep Learning Interpretability by Visualizing Activation and Attribution Summarizations [S21808],"We'll present Summit, an interactive system that scalably and systematically summarizes and visualizes the features that a deep learning model has learned, and how those features interact to make predictions. Summit introduces two new scalable summarization techniques: activation aggregation discovers important neurons, and neuron-influence aggregation identifies relationships among such neurons. Summit combines these techniques to create the novel attribution graph that reveals and summarizes crucial neuron associations and substructures that contribute to a model’s outcomes. Summit scales to large data, such as the ImageNet dataset with 1.2 million images, and leverages neural network feature visualization and dataset examples to help users distill large, complex neural network models into compact, interactive visualizations. We'll present neural network exploration scenarios where Summit helps us discover multiple surprising insights into a prevalent, large-scale image classifier’s learned representations and informs future neural network architecture design. The Summit visualization runs in modern web browsers and is open sourced.","Polo Chau, Associate Professor, The Georgia Institute of Technology",Higher Education / Research
NVIDIA GTC 2020,Self-Supervised Robot Learning from Pixels [s21921],"How can robots learn manipulation skills from raw sensory input without external supervision? We'll propose an algorithm that acquires such general-purpose skills by combining unsupervised representation learning and reinforcement learning of goal-conditioned policies. Since the particular goals aren't known in advance, the agent performs a self-supervised ""practice"" phase where it imagines goals and tries to achieve them. We learn a visual representation with three distinct purposes: sampling goals for self-supervised practice, providing a structured transformation of raw sensory inputs, and computing a reward signal for goal-reaching. A retroactive goal-relabeling scheme further improves the sample efficiency of our method. Our off-policy algorithm is efficient enough to learn policies that operate on raw image observations and goals for a real-world robotic system, and substantially outperforms prior techniques.","Ashvin Nair, Student, University of California, Berkeley",Higher Education / Research
NVIDIA GTC 2020,Sim-to-Real: Virtual Guidance for Robot Navigation [P22224],"We present an effective, easy-to-implement, and low-cost modular framework for completing complex navigation tasks. Our proposed method is based on a single monocular camera to localize, plan, and navigate. A localization module in our framework first localizes and acquires the robot’s pose, which is then forwarded to our planner module to generate a global path and its intermediate waypoints. This information, along with the pose of the robot, is then reinterpreted by our framework to form the “virtual guide”, which serves as a virtual lure for enticing the robot to move toward a specific direction. We evaluate our framework on a Husky robot in a number of virtual and real-world environments, and validate that our framework is able to adapt to unfamiliar environments and demonstrate robustness to various environmental conditions.","Chun-Yi Lee, Associate Professor, National Tsing Hua University",Higher Education / Research
NVIDIA GTC 2020,*Top 5 Poster Nominee - Photometric Mesh Optimization for Video-Aligned 3D Object Reconstruction [P22276],"We address the problem of 3D object mesh reconstruction from RGB videos. Our approach combines the best of multi-view geometric and data-driven methods for 3D reconstruction by optimizing object meshes for multi-view photometric consistency while constraining mesh deformations with a shape prior. We pose this as a piecewise image alignment problem for each mesh face projection. Our approach allows us to update shape parameters from the photometric error without any depth or mask information. Moreover, we show how to avoid a degeneracy of zero photometric gradients via rasterizing from a virtual viewpoint. We demonstrate 3D object mesh reconstruction results from both synthetic and real-world videos with our photometric mesh optimization, which is unachievable with either naive mesh generation networks or traditional pipelines of surface reconstruction without heavy manual post-processing.","Chen-Hsuan Lin, Ph.D. Student, Carnegie Mellon University",Higher Education / Research
NVIDIA GTC 2020,Toward Detailed Organ-Scale Simulations in Cardiac Electrophysiology [P21982],"The poster presents previous and ongoing work in the area of cardiac electrophysiology. It introduces the problem and describes the previous state of the art, as well as the improvement obtained through the use of GPUs. Furthermore, it addresses the challenges of organ-scale simulations, including the fact that whole-heart simulation with realistic calcium handling constitutes an exascale problem.","Johannes Langguth, Research Scientist, Simula Research Laboratory",Higher Education / Research
NVIDIA GTC 2020,Toward Optimal Implementation of Lattice Boltzmann CFD Simulator for Multi-GPU Clusters [P21922],"We present our progress toward a general and efficient multi-GPU solver for single-phase fluid flow based on the lattice Boltzmann method (LBM). LBM is suitable for parallelization on GPUs. However, the amount of global memory available on a single GPU is the limiting factor. Recently, we've extended our LBM solver using the message-passing interface library in order to utilize many GPUs available on HPC clusters. Our poster describes the optimization strategies used in the solver, analyzes the weak-scaling efficiency, and shows the results of preliminary high-resolution simulations for problems related to our research projects.","Jakub Klinkovsk, Ph.D. Student, Department of Mathematics, Faculty of Nuclear Sciences and Physical Engineering, Czech Technical University, Prague",Higher Education / Research
NVIDIA GTC 2020,Uniform Tasking on GPUs and CPUs: Task Queues Reloaded [P21938],"GPU programming with a difference! The poster covers our insights into the development and optimization of a tasking framework for GPUs. We provide an overview of our CUDA C++ tasking framework for fine-grained task parallelism on GPUs. After a short trip into the world of persistent threads, synchronization mechanisms, and load balancing, we dig a bit deeper by finding and analyzing performance bottlenecks. On that point, we present diverse optimization strategies for task queues. First, we describe the implementation of task queues based on static memory allocation. Second, we show how to implement work sharing on a GPU through hierarchical task queues. Third, we present a thread coordination scheme to reduce contention on the task queues, thus keeping all threads busy. Finally, we analyze the performance gains reached through the described optimizations.","Laura Morgenstern, Ph.D. Student, Computer Science, Jülich Supercomputing Centre",Higher Education / Research
NVIDIA GTC 2020,Virtual GPU Computing for HPC: Improving System Utilization Through GPU Virtualization [S21827],"We'll discuss Clemson University's early experience of applying the NVIDIA vComputeServer in the high performance computing infrastructure to maximize their investment in GPU resources. We'll present two use cases: one for running the Metamoto simulation workload for the Open Connected Autonomous Vehicle project, and the other for general GPU-accelerated applications in a production HPC cluster.","Konstantin Cvetanov, Senior Solution Architect, NVIDIA",Higher Education / Research
NVIDIA GTC 2020,Affordable Modeling of Complex Extreme Events in the Built Environment Using GPU-accelerated CFD [S21373],"We'll explain how Arup and Zenotech are making progress in resolving speed, accuracy, and cost challenges with CFD algorithmic advances, here exemplified by Zenotech’s zCFD code, and GPU acceleration. Using a particularly challenging turbulent flow phenomenon exhibiting fleeting but extreme pressure peaks as a test case, we'll show the outcome of validation tests carried out on a DGX-1 system and compared with comprehensive, high-quality wind-tunnel test data. We'll also demonstrate how in-situ visualization of 3D flows, using NVIDIA IndeX and ParaView Catalyst, opens powerful new possibilities for finding insights into complex fluid dynamical behaviors.","Tariq Saeed, Engineer, Arup",Engineering / Transportation
NVIDIA GTC 2020,Anomaly Detection of Diesel Engine Using Deep Learning with Xavier [s21394],"We've developed an anomaly-detection machine-learning algorithm that can be easily applied to a real machine using NVIDIA's Xavier. Many studies using machine-learning algorithms have been conducted recently, but an embedded board is essential in the field, where PC-based computing power such as construction equipment cannot be used. Using embedded boards like NVIDIA's TX2 and Xavier, it was easy to apply the trained model to real equipment.","Gyebong Jang, Ph.D. Candidate, Yonsei University",Engineering / Transportation
NVIDIA GTC 2020,A Software Systolic Array on GPUs [P22277],"We propose a versatile high-performance execution model, inspired by systolic arrays, for memory-bound regular kernels running on CUDA-enabled GPUs. More specifically, we build a virtual systolic array on the top of CUDA architecture. We formulate a systolic model that shifts partial sums by CUDA warp primitives for the computation. We also employ register files as a cache resource in order to operate the entire model efficiently. We demonstrate the effectiveness and the versatility of the proposed model for a wide variety of stencil kernels that appear commonly in HPC, and also convolution kernels (increasingly important in deep-learning workloads). Our algorithm outperforms the top reported state-of-the-art stencil implementations, including implementations with sophisticated temporal and spatial blocking techniques. For 2D convolution of general filter sizes and shapes, our algorithm is on average 2.5 times faster than NVIDIA’s NPP on Tesla V100 and P100 GPUs.","Mohamed Wahib, Senior Researcher, AIST-Tokyo Tech Real World Big-Data Computation Open Innovation Laboratory, National Institute of Advanced Industrial Science and Technology",Engineering / Transportation
NVIDIA GTC 2020,Designing Better Cities with Deep Learning and Performance Simulation [S21493],"We'll present the use of conditional generative adversarial networks to augment the architectural design process with real-time performance analytics, including wind flow and internal daylight. Building-performance simulation tools have been used for decades in architecture and urban design, but their time and computational expense make them ineffective during the early stages when they are most relevant. We'll describe the challenges in building the dataset, encoding multi-variate parameters, and translating the model's output into the most useful format. We'll also present our exploration of different neural network architectures, selection of the appropriate loss function, and optimization of the training process to fully utilize the RTX 8000 GPU. Finally, we'll touch on our considerations in deploying the trained model with the goal of the real-time inference, and how we applied it on projects in practice.","Sarah Mokhtar, Computational Designer, Kohn Pedersen Fox Associates",Engineering / Transportation
NVIDIA GTC 2020,"Drones, Machetes, Fire, and VR: 21st-Century Tools for Social and Sustainable Impact [s21515]","We'll describe and compare workflows developed for projects on the islands of Kosrae, Micronesia and Vorovoro, Fiji. These projects—collaboratively executed with indigenous locals, universities, social-impact organizations, and technology corporations—built immersive experiences to support grant proposals, feasibility studies, and mitigation plans. Our climate is changing, and our global population is increasing. Remote, indigenous communities are developing to accommodate growth and responsible tourism in the face of catastrophic environmental and political forces. Technology is now available to support and promote development of remote communities in an environmentally and culturally sustainable manner. Specifically, photogrammetry and virtual reality enable effective decisions about mitigating the effects of climate change and developing sustainably by empowering stakeholders with intuitive, immersive experience of site conditions from new points of view.","Dace Campbell, Director of Product Management in Construction, McKinstry",Engineering / Transportation
NVIDIA GTC 2020,GPU Rendering for Architectural Visualization [S21657],"At Neoscape, we've created architectural visualization for over two decades. We've also waited days and weeks for our work to render in our CPU render farm — one of the biggest pain points for us and our clients. Now, NVIDIA’s RTX GPU technology rendering has turned days into hours. We'll explain how Neoscape has been experimenting and implementing some of these new technologies with different goals in mind for our diverse clientele, from Chaos group GPU rendering to Epic Games real-time ray tracing.","Carlos Cristerna, Principal, RadLab Director, Neoscape",Engineering / Transportation
NVIDIA GTC 2020,High-Resolution Image Reconstruction on Supercomputers [P21724],"Computed tomography (CT) is a widely used technology that requires compute-intense algorithms for image reconstruction. We propose an efficient implementation that takes advantage of the heterogeneity of GPU-accelerated systems by overlapping the filtering and back-projection stages on CPUs and GPUs, respectively. We also propose a distributed framework for high-resolution image reconstruction on state-of-the-art GPU accelerated supercomputers. The framework relies on an elaborate interleave of MPI collective communication steps to achieve scalable communication. We also demonstrate the scalability and instantaneous CT capability of the distributed framework by using up to 2,048 V100 GPUs to solve 4K and 8K problems within 30 seconds and 2 minutes, respectively.","Peng Chen, Ph.D. Student, Tokyo Institute of Technology",Engineering / Transportation
NVIDIA GTC 2020,Immersive Reality Improving the Construction Industry [S22168],"The health care industry is continually looking to improve how doctors, nurses, and patients view hospitals and care centers throughout the country. With a primary focus on making hospitals and immediate care centers more welcoming, building teams are embracing new technology and using virtual mock-ups to revolutionize how patients and customers see and interact with spaces. Use of virtual reality mock-ups will bring notable changes in planning, acquiring new equipment, combining old and new standards, and incorporating feedback from doctors into ROI results.","Tom Bossow, VDC Coordinator, Mortenson Construction",Engineering / Transportation
NVIDIA GTC 2020,Latest Advancements for Production Rendering with V-Ray GPU and Real-Time Raytracing with Project Lavina [S22197],"We'll cover the latest improvements in V-Ray GPU, including out-of-core rendering and RTX support through OptiX 7, as well as real-time raytracing with DXR and Project Lavina.","Alexander Soklev, V-Ray GPU Team Lead, Chaos Group",Engineering / Transportation
NVIDIA GTC 2020,Leveraging OptiX 7 for High-Performance Multi-GPU Raytracing on Head-Mounted Displays [S21425],"NVIDIA recently introduced OptiX 7, which provides low-level access to the RTX technology and raytracing (RT) cores of the Turing architecture. Its CUDA-centric nature enables direct control over GPU resources — particularly in a multi-GPU context — which allows for a much more efficient scalability compared to previous OptiX versions. We'll show how to utilize OptiX 7 for full-frame raytracing on professional head-mounted displays (HMDs). Specifically, we'll demonstrate how OptiX is used in a dual-GPU setup to rapidly generate stereoscopic output, tailored to the specific optical characteristics of an HMD. Finally, we'll provide an overview of how RTX and OptiX 7 are integrated into ESI’s in-house rendering engine Helios, and will demonstrate the potential of real-time raytracing with practical use cases.","Andreas Dietrich, Senior Software Developer, ESI Group",Engineering / Transportation
NVIDIA GTC 2020,Low-Cost OpenACC Porting of Matrix Solver with FP21-FP32-FP64 Computing: an Earthquake Application [P21886],"We show that OpenACC is useful for GPU porting of a practical application with FP21-FP32-FP64 mixed-precision computing. FP21 is our custom 21-bit floating-point data type for scientific computing. Here, we ported a soil liquefaction analysis solver that was developed for manycore CPU-based computers. The OpenACC-ported solver achieved a 10.7-fold speedup over the CPU-based solver on a system where the ratio of peak FP64 FLOPS was CPU:GPU = 1:10.2. It took only three weeks for a beginning GPU programmer to port the solver to GPU.","Takuma Yamaguchi, Ph.D. Student, University of Tokyo",Engineering / Transportation
NVIDIA GTC 2020,N-body Adaptive Optimization of Lattice Towers [P21881],"There are tens of millions of power transmission towers In the United States alone. The dilemma central to their cost optimization is that a beam’s cross-sectional area is proportional to both its strength and cost — that is, a thicker beam, while able to support a given load with less strain, will cost more and weigh more heavily on the beams supporting it. By varying the cross section of each beam, we want to make towers as light and inexpensive as possible without sacrificing their structural integrity. Known as truss-sizing optimization, this problem is differential in nature and heavily dependent on tower geometry, lending it to a computational approach. Drawing inspiration from the atrophy and hypertrophy of muscles, we developed and evaluated an optimization algorithm that adaptively resizes beams based on their stress — a process that produces rapid results and allows the application of both static and dynamic loads, setting it apart from popular algorithms in this intensely studied field.","Bryant Wyatt, Math Professor, Tarleton State University",Engineering / Transportation
NVIDIA GTC 2020,PBR Material Creation from a Single Picture in Substance Alchemist [S22194],"After presenting the first AI-powered Delighter at GTC 2019, and after Substance Alchemist was released during Adobe Max in Nov 2019, we'll present the next steps of the technology and the work engaged to recover a full high-resolution tileable PBR material and how the RTX Tensor Cores boost the performance for the Substance Alchemist release to come in 2020.","Rosalie Martin, Senior Software Engineer, Adobe",Engineering / Transportation
NVIDIA GTC 2020,Ray-Traced Virtual Reality in Omniverse [S22029],"Ominverse is a new platform developed by NVIDIA to share scenes and models between different editors and viewers. Ray tracing is used to accurately visualize content within the Omniverse Kit viewer. As quality ray-tracing effects (such as reflections, soft shadows, and ambient occlusion) are expensive to compute, we'll discuss how we were able to use eye-tracked foveation and warped-space rendering to achieve sufficient performance and quality gains for a virtual reality viewer. We'll also show how adding multi-frame explicit history reprojection to our de-noising strategy better handles the motion of VR interactions. To further improve performance, we'll discuss our strategies for dividing work between multiple GPUs. Streaming allows us to decouple the multi-GPU rendering server from the headset. Finally, we'll demonstrate our application to allow you to experience first-hand the benefits of eye-tracked foveation and ray tracing.","Jeroen Stinstra, Dev Tech Medical Imaging, NVIDIA",Engineering / Transportation
NVIDIA GTC 2020,Real-Time Ray-Traced Ambient Occlusion of Complex Scenes using Spatial Hashing [S22170],"Ambient occlusion is an effective way to approximate global illumination: in essence, the closer a point is to its surroundings, the darker it gets. For real-time rendering, this effect is often approximated using screen-space techniques, leading to visible artifacts. Ray tracing provides a unique way to increase the rendering fidelity by accurately computing the distance to the surrounding objects, but it introduces sampling noise. Using the NVIDIA RTX technology available with Vulkan, we propose a real-time ray-traced ambient occlusion technique in which noise is removed in world space. Using spatial hashing for efficient storage, we'll cover all the technical challenges to make ambient occlusion a production feature usable in CAD viewports with scenes comprising thousands of instances and hundreds of millions of polygons.","Pascal Gautron, Senior Developer Technology Engineer, NVIDIA",Engineering / Transportation
NVIDIA GTC 2020,Semi-Supervised Three-Dimensional Reconstruction with Generative Adversarial Networks [P21908],"Existing methods for 3D reconstruction often produce holes, distortions, and obscured parts in the reconstructed 3D models, or they can only reconstruct voxelized 3D models for simple isolated objects. So they are not adequate for real usage. This poster's focus is to achieve high-quality 3D reconstruction performance by adopting the generative adversarial network (GAN) approach. We'll propose a novel, semi-supervised 3D reconstruction framework (SS-3D-GAN), which can iteratively improve any raw 3D reconstruction models by training the GAN models to converge. This new model only takes real-time 2D observation images as the weak supervision and doesn't rely on prior knowledge of shape models or any referenced observations. Through the qualitative, quantitative experiments and analysis, SS-3D-GAN shows compelling advantages over the current state-of-the-art methods on the benchmark datasets. We'll also prove the acceleration effect of NVIDIA GPUs in the 3D reconstruction research and applications.","Chong Yu, Senior Architect, NVIDIA",Engineering / Transportation
NVIDIA GTC 2020,Tensor Core Accelerated Sparse GEMM [P21866],"Sparse matrix multiplication is an important tool in many scientific applications, like graph analytics and deformable object modeling. It's also valuable in deep-learning networks with sparse inputs. We'll present a novel way to utilize the tensor cores of the latest NVIDIA GPUs to accelerate sparse matrix-matrix multiplication. Our approach splits the operand matrices into tiles and schedules them to tensor cores for fast matrix multiplication, outperforming two state-of-the-art libraries, CUSP and cuSPARSE, by an average of 2x.","Orestis Zachariadis, Ph.D. Candidate, University of Cordoba",Engineering / Transportation
NVIDIA GTC 2020,Virtual Reality's Continued Impact in the World of AEC [s22129],"Not too long ago, it seemed that every enterprise company had an R&D team trying to decide if ""video game technology"" could be used for their visualization needs. The days of pilot projects have come and gone, and virtual reality is definitely here to stay. In this talk, Theia Interactive will introduce you to a variety of AEC customers using virtual reality and Unreal Engine on a daily basis to give them an edge in this new era of graphics.","Stephen Phillips, CTO, Theia Interactive",Engineering / Transportation
NVIDIA GTC 2020,A Study of Pedestrian Protection CAE Using GAN [S21438],"According to the World Health Organization, there are over 270,000 pedestrians involved in traffic fatal accidents. That is 22% of all traffic fatalities verified in the world in 2013. To reduce pedestrian fatalities, third-party organizations in many countries have held New Car Assessment Program (NCAP) tests to evaluate pedestrian-protection performance. For that reason, an efficient method to design pedestrian-protection performance is required for automobile development for all over the world. Computer-aided engineering (CAE) is often used to verify pedestrian-protection performance. But as the necessity for pedestrian protection expands globally, expectations to improve efficiency have recently risen. We decided to reduce CAE verification time and improve the accuracy of CAE using deep learning. We also studied visualizing the basis for judgment in the trained models.","Osamu Ito, Assistant Chief Engineer, Honda R&D",Engineering / Transportation
NVIDIA GTC 2020,Automating DNN Design for DRIVE AGX: Platform-Aware Neural Architecture Search [S21666],"In the past few years, wide applications of deep neural networks (DNN) have contributed to significant progress in various fields such as image classification, object detection, and segmentation. Most of the successful DNNs, such as VGG and ResNet, are designed by humans, which requires in-depth domain expertise and effort. While DNNs have become deeper and wider, the need for fast inference is increasing on (edge) computing devices, while accuracy must be maintained. Therefore, developing state-of-the-art neural networks for resource-constrained applications has become challenging. We'll present our progress on the automated design of neural networks using hardware-aware neural architecture search (NAS) techniques. We show concrete end-to-end examples from differentiable and latency-reflected search of optimal network architectures to their deployment on NVIDIA’s DRIVE AGX platforms using TensorRT for autonomous-driving-related applications.","Le An, Senior Deep Learning Software Engineer – Autonomous Vehicles, NVIDIA",Engineering / Transportation
NVIDIA GTC 2020,Beyond-Line-of-Sight (BLOS) Perception System for Autonomous Vehicles [P21842],"Recently, autonomous vehicle perception systems show great performance based on deep-learning technology. Cameras and lidar are commonly used for autonomous driving. However, onboard sensors naturally have limited line-of-sight. Our work introduces a BLOS (beyond-line-of-sight) perception system that mutually complements communicated perception with V2X technology and local perception with onboard sensors. The proposed system is integrated into a full-scale vehicle, and we validated the performance and potential by experiments in the real world.","Chanyoung Chung, Researcher, KAIST (Korea Advanced Institute of Science and Technology)",Engineering / Transportation
NVIDIA GTC 2020,Bike-Share Demand Prediction from Partial Future data Using Conditional Variational AutoEncoders [P21739],"Recently, bike-sharing services are working worldwide. One important aspect of bike-share management is to periodically rebalance the positions of the available bikes. Because the bike demand varies by and over time, the number of bikes at each bike-port tends to become unbalanced. To efficiently rebalance a bike-share system, it is essential to predict the number of bikes in each bike-port. In this poster, we propose a method to predict the bike demand at each bike-port every hour, up to 24 hours ahead. This method is based on Variational AutoEncoders and Sequence-to-Sequence Neural Networks. We called this method “Conditional Variational AutoEncoders considering Partial Future data”. In the experiment, our proposal method showed higher prediction accuracy than the other methods.","Mimura Tomohiro, Software Engineer, NTT DOCOMO, INC.",Engineering / Transportation
NVIDIA GTC 2020,Bringing the Autodesk VRED Raytracer to the GPU [s21344],"Autodesk VRED helps designers and engineers create product presentations, design reviews, and virtual prototypes using interactive raytracing and analytic render modes. We'll show how we brought the VRED raytracer to the GPU using NVIDIA Optix. We'll also talk about specific requirements and challenges we faced, and demonstrate the results we achieved utilizing NVIDIA RTX.","Michael Nikelsky, Senior Principal Engineer, Autodesk",Engineering / Transportation
NVIDIA GTC 2020,Coverage-Driven Verification for Ensuring AV and ADAS Safety [S22183],"One of the main evolutions the autonomous vehicle industry has seen over the last couple of years is that many companies have reached the point where they can make the fundamentals of AVs work just fine — sensing, planning routes, controlling the vehicle. The really hard part, though, is the validation and verification of all of the hazardous edge cases. We'll address these tough questions about how to enable sufficient verification to ensure AV safety:
How do you handle the infinite space of all the possible driving scenarios that need to be tested?
How can you control the various simulators and other execution platforms used for running the testing scenarios?
How can functional coverage help to systematically go over all the known and unknown hazardous edge cases?
How can you provide metrics that show that the remaining hazardous test cases result in a risk that is acceptable?","Ziv Binyamini, CEO, Foretellix",Engineering / Transportation
NVIDIA GTC 2020,Deep Learning for 3D Vision (Point Clouds) [S21112],"Learning on 3D point clouds is vital for a broad range of emerging applications such as autonomous driving, robot perception, VR/AR, gaming, and security. Such needs have increased recently due to the prevalence of 3D sensors such as lidar, 3D cameras, and RGB-D depth sensors. Point clouds consist of thousands to millions of points and are complementary to the traditional 2D cameras in the vision (or multimedia) community. 3D learning algorithms on point cloud data are new, and exciting, for numerous core problems such as 3D classification, detection, semantic segmentation, and face recognition. The tutorial covers the 3D sensors, 3D representations, emerging applications, core problems, state-of-the-art learning algorithms (for example, voxel-based and point-based), and future research opportunities. We'll also showcase our leading work in several 3D benchmarks such as ScanNet, KITTI, etc., and efficient neural network training (with data parallelism) by NVIDIA GPU platforms (for example, DGX-1).","Winston Hsu, Professor, National Taiwan University",Engineering / Transportation
NVIDIA GTC 2020,Drones as a Tool for Development and Safety Validation of Automated Driving Functions [P21913],"Automated driving heavily relies on data-driven methods. Large datasets of real-world measurement data, in the form of road-user trajectories, are crucial for several tasks, such as road-user prediction models or scenario-based safety validation. Using a drone has the major advantage of recording naturalistic behavior. Due to the ideal viewing angle, an entire scenario can be measured with significantly less occlusion than with sensors at ground level. Both the class and the trajectory of each road user can be extracted from the video recordings with high precision using state-of-the-art deep neural networks. Therefore, we have created a large-scale urban intersection dataset with naturalistic road-user behavior using camera-equipped drones. The resulting dataset contains road users including vehicles, bicyclists, and pedestrians at intersections in Germany, and is called inD. The dataset is available online for non-commercial research at: http://www.inD-dataset.com.","Julian Bock, Manager Artificial Intelligence, fka GmbH",Engineering / Transportation
NVIDIA GTC 2020,Eliminating Hidden Bias in Autonomy and Beyond [S22701],"Speaker: Deepti Mahajan, Machine Learning Engineer, Ford Greenfield Lab We tend to trust that the systems that govern our day-to-day life—standards followed by industry, regulations passed by governments—are based on thorough research. However, in many cases, the data used to design these systems fails to represent us all equally and can even reinforce or amplify existing biases. As designers and engineers of the next generation of mobility, how can we learn to recognize hidden bias in the data we utilize and information we take for granted, and thus work towards creating systems that serve everyone?","Deepti Mahajan, Machine Learning Research Engineer, Ford Motor Company",Engineering / Transportation
NVIDIA GTC 2020,"End-to-End Learning with Combined ""Real-World"" and ""Sim-World"" Datasets [P22060]","Training end-to-end learning for self driving requires large and diverse data. We can deal with that if we collect the data not just from the real world, but also simulations. Therefore, we built a customized map based on the real-world proving ground, KIAPI in Korea, using the Unreal Engine. By using the map in the open-source simulator, CARLA, we could collect both simulated and reality-based datasets of KIAPI in parallel. We integrated both datasets in several different ratios and evaluated their validity by training an end-to-end learning network with them.","Hyunki Seong, Master's Student, KAIST",Engineering / Transportation
NVIDIA GTC 2020,Generating Diverse and Photorealistic Synthetic Data for Real-World Perception Tasks [S21321],"We'll cover these two related topics: First, leveraging generative adversarial networks for style transfer to diversify simulated images rendered in simple domains (that is, easier to render realistically, such as daytime) into photorealistic images in different weather and lighting conditions, using domain translation models (such as day-to-night, clear-to-rainy, clear-to-snowy) learned once from generic real-world datasets; and second, investigating the role of the discriminator’s receptive field in unsupervised sim-to-real image translation. We'll show that reducing the discriminator’s receptive field is directly proportional to improved structural coherence during translation in scenarios where the real and simulated images used for training have mismatched content — a situation often encountered in real-world deployment. Prior knowledge in computer vision and deep learning will help you get the most out of this session.","Nikita Jaipuria, Research Scientist, Computer Vision & Machine Learning, Ford Motor Company",Engineering / Transportation
NVIDIA GTC 2020,Geolocation of Traffic Lights and Signs Using Dashcam: Toward Low-Cost Map Maintenance [P21912],"HD maps for autonomous driving need to be maintained as close to the current real world as possible, but it's quite costly and time-consuming to employ many workers or special mobile-mapping systems. To solve that, we're developing technologies and systems that extract information required for map maintenance from low-cost dashcam videos by utilizing rapidly advancing computer vision techniques. This poster introduces our current basic pipeline to detect and geolocate traffic lights and signs captured in dashcam videos. We developed our own dataset by collecting videos from vehicles running on various Japanese roads. Experimental evaluation using the dataset demonstrates that our system can detect objects with more than 85% accuracy, and can estimate their locations within less than 10 meters under the Global Navigation Satellite System.","Kazuyuki Miyazawa, AI Research Engineer, DeNA Co., Ltd.",Engineering / Transportation
NVIDIA GTC 2020,GPU-Accelerated Data Pipeline and Machine Learning on DRIVE AGX using RAPIDS [S21665],"We'll present the extended capability of RAPIDS on the DRIVE AGX platform by demonstrating how it enhances the in-car user experience, with examples. ML algorithms are used extensively to address various challenges in autonomous cars. They include complex, multi-stage data science pipeline, sensor data processing, modeling, and analytics to accomplish new ML-based applications. Potential applications include recommender systems through driver or vehicle personalization, visual analytics of driving data, classification of driver condition, driving scenario, and more. In many cases, application workload runs on CPUs or ECUs, leading to performance bottlenecks as data size and their computes increase. Application workload can be parallelized, causing significant speedup, using GPUs. NVIDIA developed RAPIDS to accelerate entire end-to-end data science and analytics pipelines on GPUs. In this talk, we present extended capability of RAPIDS on NVIDA DRIVE AGX platform by demonstrating how RAPIDS works.","Andy Park, Senior System Software Engineer, NVIDIA",Engineering / Transportation
