Conference,Inc,Title,Length,Keywords,Entity,Singleton
NVIDIA GTC 2020,"Hiroyuki Okuda, Assistant Professor, Nagoya Univeristy",Improving Performance Limits of Obstacle-Avoidance Driving with Randomized Model Predictive Control Using GPU [P22242],92,"poster present,poster present improvement,obstacleavoidance driving,obstacleavoidance driving enabled",GPU,"controller,samplingbased,solve,optimization,increase,car,performance"
NVIDIA GTC 2020,"Tokihiko Akita, Project Research Fellow, Toyota Technological Institute",Object Recognition and Tracking Utilizing Millimeter-Wave Radar by Deep Neural Networks [s21188],136,"millimeterwave radar,allweather sensor,autonomousdriving level,higher millimeterwave,higher millimeterwave radar,robust sensor",CNN,"applying,parking,shape,necessary,adverse"
NVIDIA GTC 2020,"Zejia Zheng, Software Engineer, Zoox",Optimizing TensorRt Conversion for Real-Time Inference On Autonomous Vehicles [S22198],123,"tensorrt conversion,tensorrt optimizes,tensorrt optimizes neuralnetwork,optimizes neuralnetwork computation","GPU,Zoox","operation,inference,accuracy,zoox,pipeline,training,optimized,deployment"
NVIDIA GTC 2020,"Eugen Riegel, Managing Partner, Numeric Systems GmbH",Pacefish: GPU-Accelerated CFD from Scratch to Market [S21926],126,"developing gpuaccelerated,developing gpuaccelerated computational,gpuaccelerated computational fluid,computational fluid dynamic,fluid dynamic software,product pacefish,product pacefish transforms,16 nvidia,16 nvidia gpus,predicted physical,predicted physical flow","GPU,Pacefish",challenge
NVIDIA GTC 2020,"Ke Chen, Senior Deep Learning Scientist, NVIDIA",Panoptic Segmentation DNN for Autonomous Vehicles [S21879],141,"panoptic segmentation,pixel represent,well present,nvidia driveavs,nvidia driveavs panoptic,driveavs panoptic segmentation,panoptic segmentation deep",NVIDIA,"dnn,instance,semantic,vehicle,agx"
NVIDIA GTC 2020,"Dr.-Ing. Gunnar Gräfe, CEO, 3D Mapping Solutions GmbH",Precise Ultra HD Map Data as Basis for NVIDIA DRIVE Sim Virtual Testing and Simulation [S22273],106,"virtual testing,reference map,digital road,digital road data,road used,identical digital,identical digital twin",Digital,"basis,simulation"
NVIDIA GTC 2020,"Alexey Kamenev, Principal Deep Learning Scientist, NVIDIA",PredictionNet: Predicting the Future in Multi-Agent Environments for Autonomous Vehicle Applications [S21899],113,"road agent,well present,neural network,future trajectory,planningcontrol stack,autonomous vehicle,autonomous vehicle deep learning,vehicle deep learning approach",PredictionNet,"prediction,predicting,dnn,classical"
NVIDIA GTC 2020,"Josh Park, Manager - Automotive Solutions Architect , NVIDIA",PyTorch-TensorRT: Accelerating Inference in PyTorch with TensorRT [S21671],149,"deep learning inference,deep learning inference optimizer,optimize network,nvidia deep,nvidia deep learning,deep learning accelerator,learning accelerator dla","GPUs,ONNX,DL,Tensorflow,TF-TRT,PyTorch","tensorrt,tensorflow,ops,pytorch,runtime,gpus"
NVIDIA GTC 2020,"Jan Meseth, R&D Technology Stellar Physically Correct Director, Dassault Systemes",RTX-accelerated Stellar GPU GI – Behind the Scenes of the SIGGRAPH 2019 Demo of the 3DS Global Illumination Renderer [s21315],95,"global illumination,global illumination renderer,well give,technology behind,3d global,3d global illumination,illumination renderer demo","Stellar GPU GI,GPU,Dassault Systèmes","feature,developed,gpu,2019,rendering,rtx"
NVIDIA GTC 2020,"James Coomer, Senior VP Product Management and Marketing, DDN",Scalable Storage Environments Optimized for Autonomous Driving (Presented by DDN) [S22671],129,"continued advance,sensor used,autonomous vehicle,autonomous vehicle company,also leading,data management,data management challenge","AI,HPC","computing,service,solution,massive"
NVIDIA GTC 2020,"Hope Allen, Product Manager, Autonomous Vehicles, NVIDIA",Sensor Processing with the NVIDIA DriveWorks SDK: Abstraction Algorithms and Acceleration [S21714],138,"drive agx,autonomous vehicle,autonomous vehicle av,vehicle av rely,world around,onboard processing,onboard processing must","DriveWorks,the DriveWorks Sensor Abstraction Layer,DRIVE","driveworks,module,developer,providing,nvidia,sensor"
NVIDIA GTC 2020,"Sujit Biswas, Principal Engineer and Data Scientist, NVIDIA",Smart Cities in the Cloud: NVIDIA Metropolis on Red Hat OpenShift [S21994],31,"red hat,well talk,nvidias metropolis,nvidias metropolis application,metropolis application running,red hat openshift,hat openshift kubernetes,public cloud","Red Hat,NVIDIA,Metropolis,EGX,Red Hat OpenShift","collaboration,integration,egx,demo"
NVIDIA GTC 2020,"Huaizu Jiang, Ph.D. Student, University of Massachusetts, Amherst",Super SloMo: High-Quality Estimation of Multiple Intermediate Frames for Video Interpolation [P22420],13,"computational approach,synthesize slowmotion,synthesize slowmotion video,plain one",,present
NVIDIA GTC 2020,"Cheng-Chieh Yang, System Software Engineer, NVIDIA",Temporal Information Prediction for Perception in Autonomous Vehicles [P22335],128,"autonomous vehicle,temporal information,selfdriving car,gained significant,gained significant interest",,"prediction,automatic,obstacle,academia,industry"
NVIDIA GTC 2020,"Ka Chen, Senior Graphics Engineer, Amazon",Terrain Traversability Estimation using Normal Distribution Transform on GPU in Amazon Scout [S21179],127,"well discus,3d ndt,nvidia tx2,calculate surface,calculate surface traversability,implemented ndt","Amazon,3D NDT,NVIDIA,NDT,Amazon Scout","scout,autonomous,navigate,safely,amazon,robot"
NVIDIA GTC 2020,"Oliver Hennigh, Software Engineer, NVIDIA",Toward Large-Scale Steady-State Computational Fluid Dynamics Acceleration with Point Cloud Networks [P22049],130,"point cloud,computational fluid,computational fluid dynamic,fluid dynamic cfd,dynamic cfd simulation,cfd simulation ha,simulation ha accelerated,ha accelerated product,accelerated product development","CFD,131k,GPU","solution,evaluate,solver"
NVIDIA GTC 2020,"Jeff Decker, Lead R&D Engineer, ANSYS",Ultra-Fast Radar Simulation for Radar System Design and Automotive Applications [s21966],140,"radar simulation,radar image,rangedoppler image,ultrafast physicsbased,ultrafast physicsbased radar,physicsbased radar simulation","ADAS/AV,GPU,SBR,CUDA,Doppler","application,automotive,solver"
NVIDIA GTC 2020,"Jim Cherian, Research Fellow and Lead (AV Simulation/Virtual Validation), CETRAN (Center for Testing and Research on Autonomous Vehicles - NTU), Nanyang Technological University",Virtual Validation of Automated Vehicle Safety: Challenges Lessons Learned and Opportunities [S21658],140,"well also,well explain,virtual validation,virtual validation vv,automated vehicle,automated vehicle av,vehicle av identify,general strength,vv briefly","VV,VTP,Constellation,CETRAN (Nanyang Technological University,Singapore","simulation,vtp,perception,weakness"
Big Data 2019,"Bouvet Norge AS, Norway",A Practical-ish Introduction to Data Science,143,"data science,machine learning,data science ha,sexiest job,21st century,ha machine,ha machine learning,machine learning got,talk mark,share insight","Data Science,Data Scientists,Data Science and Machine Learning,Python","used,described"
Big Data 2019,"Wolfram Research Europe Ltd., UK",You can AI like an Expert,268,"machine learning,wolfram language,computer vision,content recognition,content recognition scene,recognition scene recogniton,segmenting image","Wolfram,Rock, Paper,Wolfram Language","symbolic,predictor,possible,example"
Big Data 2019,"RavenPack, Spain
",Deep Learning for Lazy People... Neural Architecture Search with Automated Machine Learning,97,"best architecture,deep learning,automated machine,automated machine learning,deep learning model,right architecture,easy many","Deep Learning,AML,Deep Learning Architectures","clairvoyant,able,aml,choosing"
Big Data 2019,"Utrecht University, The Netherlands",Predicting the Moment of Birth using Sensor Data in Dairy Cows,165,"dairy cow,data pipeline,stillbirth defined,unobserved birth",,"calving,using,feature,herd,different,day,calf"
Big Data 2019,"Microsoft, USA",Knowledge and AI Powering Microsoft & Office 365 Products,312,"intelligent scenario,office 365,microsoft search","Data,Artificial Intelligence,Knowledge & AI,Microsoft,Microsoft Cognitive Services,AI/Knowledge","knowledge,david,technology,service,powered,audience,enterprise,organization,aiknowledge"
Big Data 2019,"codecentric AG, Germany",Practical Data Science - How to Track Your Development Process with DVC,93,"datacentric application,datacentric application utilising,application utilising machine,utilising machine learning,machine learning model,common solution,common solution many,solution many project,many project however,project however still,however still suffer,good pattern",,evolved
Big Data 2019,"Vinted, Lithuania",(Un)ethical Artificial Intelligence: How to Keep the AI Fair for Everyone,77,"artificial intelligence ,presentation highlight,current ethical,current ethical problem,building artificial,building artificial intelligence ,artificial intelligence  solution,artificial intelligence  system,intelligence system based,machine learning,machine learning algorithm",,
Big Data 2019,"Cloudera, USA",Secure IoT Command Control and Exfil with Apache MiNiFi,134,"iot device,apache minifi,lightweight application,hardware order,magnitude smaller,le powerful,existing standard,existing standard data","Apache MiNiFi,central command & control,Apache NiFi,Mirai","command,deployed"
Big Data 2019,"Legal IT Group, Ukraine",Big Data Legal Issues. GDPR and Contracts,114,"currency exchange,currency exchange rate,social data,online learning,new possibility,recent project iunera,project iunera sought",,"determine,experience,describe,general,architecture,tim"
Big Data 2019,"iunera GmbH & Co. KG, Germany",Predicting Cryptocurrency Exchange Rates with Stream Processing Social Data and Online Learning,54,"currency exchange,currency exchange rate,social data,recent project iunera,project iunera sought,predict crypto,predict crypto currency,crypto currency exchange,utilizing social,utilizing social data",,"determine,possible,twitter"
Big Data 2019,"Schibsted, Norway",Routing Billions of Events a Day: How we Do Routing in Schibsted,214,"data quality,routing solution,kafka stream,streaming platform,data quality solution",Nordic,"consumer,allows,datasets,schibsted,using,providing"
Big Data 2019,"New York University, USA",How can Artificial Intelligence use Big Data for Translating Documents?,105,"artificial intelligence ,translation system,session john,exciting world,machine translation,machine translation specifically,document known","Big Data,Artificial Intelligence","used,learning,presentation,corpus"
Big Data 2019,"Outbrain, Israel",From Spark to Elasticsearch and Back - Learning Large Scale Models for Content Recommendation,53,"serving ten,personalized recommendation,30 millisecond,talk ill,talk ill share,algorithmic architecture,sparkbased offline,sparkbased offline layer","Spark,Elasticsearch","latency,challenge,elasticsearchbased"
Big Data 2019,"Confluent, USA",Everything you Wanted to Know about Apache Kafka but you Were too Afraid to Ask!Â ,97,"streaming platform,apache kafka,popular new,popular new trend,streaming platform part,platform part messaging,part messaging system,messaging system part,system part hadoop,part hadoop made,hadoop made fast",ETL,"emerged,exactly"
Big Data 2019,"inovex GmbH, Germany",Are You Sure about That?! Uncertainty Quantification in AI,97,"streaming platform,apache kafka,popular new,popular new trend,streaming platform part,platform part messaging,part messaging system,messaging system part,system part hadoop,part hadoop made,hadoop made fast",ETL,"emerged,exactly"
Big Data 2019,"Olocip, Spain",Real Time Decision Making in Professionals Sports. From Description to Prediction and Prescription.,128,"recent decade,right question,always existed,always existed around,dimension like,dimension like never,player perform,player perform next",Artificial Intelligence,"football,thanks,collected,try,answered,example"
Big Data 2019,"IBM, UK",Big Data Information Architecture for AI,126,"management application,artificial intelligence ,artificial intelligence  system,jeopardy general,jeopardy general knowledge,general knowledge quiz,knowledge quiz show","IBM,Watson,Jeopardy,L’Oreal,Iplexia,Ask Mercedes,Rational DOORS,Maximo","watson,ibm,factory,famous,2011"
Big Data 2019,"Coolblue B.V., The Netherlands",Data Discovery with Amundsen,156,"dataset wa produced,company amundsen,company data,increasingly widespread,ha always,commercial tool,commercial tool available",Amundsen,"using,table,already,people"
Big Data 2019,"KNIME, Germany",The Creative Side of AI: Product Name Generation,104,"neural network,product naming,easy task,requires creativity,goaldriven process,artificial intelligence help,large number,name candidate","Recurrent Neural Networks,Kathrin,Keras,TensorFlow,KNIME Analytics Platform","lstm,propose,solution"
Big Data 2019,"Codewise, Poland",Computational Propaganda - How Algorithms Influence our Decisions,125,"22 monthly,22 monthly active,monthly active user,active user together,twitter create,twitter create three,create three interconnected,three interconnected digital,interconnected digital republic","Active Users,Google,digital,Cambridge Analytica,Brexit","people,decision,manipulation,facebook,google"
Big Data 2019,"Databricks, Germany",Deep Learning at Scale: Distributed Training and Hyperparameter Search for Image Recognition Problems,94,"image recognition,image recognition model,using multiple,using multiple gpus,training complex,training complex image,complex image recognition,large dataset,large dataset using,dataset using one,using one machine",Horovod,
Big Data 2019,"SAP, Germany",Digital Business: Tomorrow is Already Here,90,"digital business,intelligently connecting,intelligently connecting people,connecting people thing,infinite world,new possibility,business model,compete new","Digital,blockchain","company,reimagine"
Big Data 2019,"LINK Institute, Switzerland",Turning a Wasting into a Learning Culture - Combining NLP and Neural Networks to truly Understand and Predict Customers' Behaviour,122,"customer feedback,company around,learn derive,learn derive insight,optimize product,customer survey,observation data,observation data within",,"based,wasted,used"
Big Data 2019,"Philip Morris International, Poland",Data Science at PMI - The Tools of The Trade,259,"data science,michal would,best practice,artifactory jenkins,one man","Michal,PMI,Artifactory,Cookiecutter,GitFlow,Jupyter,Python,Docker,AWS,Jenkins","every,docker,engineering,challenge,moving,jupyter,building,pmi"
Big Data 2019,"Tink, Sweden",Optimize your Data Pipeline without Rewriting it,184,"data engineer,common response,data pipeline,data engineer show,often easier",,"optimize,putting,production,easy,try,experience,efficient,outcome,holistic"
Big Data 2019,"Cognizant, Lithuania",Making Data Scientists Productive in Azure,88,"data science,data science today,next 510,next 510 year,510 year sharing,year sharing collaborating,data science workflow,painful pushing,painful pushing model",Data Science Virtual Machines and Cognitive Services,"azure,service,machine,production,challenging"
Big Data 2019,"Excella, USA",Real-Time Data Streaming with Azure Stream Analytics,144,"realtime data,azure stream,azure stream analytics,make split,make split second,split second decision,second decision based,realtime data report","Azure Stream Analytics,the Azure Stream Analytics","imperative,able"
Big Data 2019,"Rancher Labs, USA",Building a Scalable Data Science & Machine Learning cloud using Kubernetes,210,"data science,data scientist,data science platform,reallife story,architecting building","Data Scientists,Data Science","kubernetes,requirement,architecture,shared,presentation,team,cloud,tagline"
Big Data 2019," Adform, Poland",Machine Learning Engineering,86,"machine learning,machine learning method,learning method much,method much effort,fun part,fun part ie,part ie training,improve upon,favorite performance,favorite performance metric",,tweaking
Big Data 2019,"Teradata Corporation, Germany",The Future of Traditional Shopping Driven by Customer Centric Approaches,202,"artificial intelligence ,artificial intelligence  give,intelligence give retailer,great opportunity,experience convenience","Multi-Genre-Analytics,Web Analytics","customer,range,evolve,loyal,analytics,omnichannel,coming"
Big Data 2019,"Telefonica S.A., Spain",A Game Theory Approach for Data Driven Business Decisions: Use Case in Portfolio Optimization,362,"decision process,retaliate action,game theory",Monte Carlo,"portfolio,possible,company,business,competitor,information,reduction,market,useful,strategy"
Big Data 2019,"MGCodesandStats, Ireland",Predicting Hotel Cancellations with Machine Learning,113,"hotel cancellation,cause issue,many business,cancellation result,lost revenue,also cause",SARIMA,"machine,technique,used,employed,industry"
Big Data 2019,"TouK, Poland",Stream Processing for Analysts with Flink and Nussknacker,135,"real time,gaining insight,large amount,whole different,whole different business,advanced stream","Apache Flink,Flink,Maciek","flink,used,maciek,analyzing,quite"
Big Data 2019,"Yepic, UK",Overview of Generative Adversarial Networks (GANs),185,"generating new,generating new data,synthesizing fullhd,synthesizing fullhd synthetic,fullhd synthetic face","Generative Adversarial Networks,https://arxiv.org/abs/1710.10196","adversarial,gans,generative,achieve,variety,learning,recently,application"
Big Data 2019,"SHI GmbH, Germany",cGAN for Automatic Site Selection of Cultural Venues [P22404],147,"actionable insight,unstructured data,provide actionable,provide actionable insight,analyzing structured,analyzing structured data,structured data even,data even tremendous",,"challenge,streaming,architecture"
Big Data 2019,"VaHa, Belgium",Big Data Serving: The Last Frontier. Processing and Inference at Scale in Real Time,51,"big data,big data world,data world ha,world ha mature,ha mature technology,offline analysis,lacked option,making datadriven,making datadriven decision,talk introduces",,learning
Big Data 2019,"winand.at, Austria",More Than a Query Language: SQL in the 21st Century,107,"relational model,sql ha,great news,prominent comment,new sql,new sql standard,message behind","Great News,SQL","decade,changed,release,provoking"
Big Data 2019,"Peekdata.io, Lithuania",Embedded Analytics through Data API or What Big Companies are Hiding from You,185,"20 year,building amazing,building amazing etl,bi solution,solution proved","ETL,BI,Data,Analytics","company,analytics,development,selfservice,many,giving,apis,experience"
Big Data 2019,"Electric Brain Software Corporation, Canada",Best Practices for Building AI Datasets,54,"basic building,basic building block,artificial intelligence system,innovative solution,innovative solution often,solution often require,often require manually,require manually collecting,labelling data,labelling data yet,team put",,datasets
Big Data 2019,"TNO, The Netherlands",Runtime Modifications of Distributed Big Data AI Models and Its Parameters,162,"distributed data,data analysis,big data,data processing,processing pipeline,artificial intelligence model,phenomenal growth,distributed data analysis,large software","Big Data,Hadoop,Apache Spark","change,etc"
Big Data 2019,"Danske Bank, Lithuania",The Journey Through Real Estate Price Model Development,68,"team vygantas,team vygantas ha,vygantas ha developed,selling price,development wa,exciting journey,many challenge","Vygantas,Denmark","together,predicts,denmark,different"
Big Data 2019,"Elastic, UK",Better Data Exploration and Visualisation with Elasticsearch and Kibana,138,"data science,data science ha,science ha incredibly,ha incredibly sophisticated,incredibly sophisticated analysis,sophisticated analysis tool,live demo,focus primarily","Elasticsearch,Kibana","prototyping,elasticsearch,effective,rarely,convenient,operator"
Big Data 2019,"Dr. B'hlmeier Consulting, Germany",Breakthroughs and the Future of (Deep) Reinforcement Learning,66,"recent success,winning computer,winning computer game,human reinforcement,human reinforcement learning,reinforcement learning rl,learning rl received",Reinforcement Learning (RL,"demonstrate,attention,presentation,elaborate,foundation,implemented"
Big Data 2020,Redis Labs,Redis: a Multi-Model DB for IoT and Beyond,72,"opensource multimodel,opensource multimodel nosql,multimodel nosql db,big data,big data project,thing ecosystem,short introduction,multimodel capability,popular opensource,popular opensource db","Redis,Big Data,JSON","redis,foundation,discussed"
Big Data 2020,ODPi Egeria & IBM,Graph Processing for Open Metadata and Governance,78,"distributed virtual,distributed virtual graph,odpi egeria,odpi egeria us,connect metadata,many different,many different tool","Egeria,JanusGraph","technology,enterprise,service"
Big Data 2020,IT Architect Specializing in Data Analytics and Cloud Computing,Data Governance From an Engineering Perspective,36,"long time data,time data governance,data governance seemed,empty phrase,empty phrase meaning,phrase meaning everything,time valdas,time valdas wa,engineering perspective",,"nothing,fence,sure,like"
Big Data 2020,Cloudera,Introduction to FLaNK Stack,44,"flank stack,combine apache,combine apache flink,apache flink apache,flink apache nifi,apache nifi apache,nifi apache kafka,apache kudu,build fast","Apache Flink,Apache Kafka,IoT, AI","application,iot,introducing"
Big Data 2020,Elastic,Best Practices for Building Streaming Data Architectures,85,"big data,since everybody,big data company,sound super,sound super exciting,company seem",,"architecture,style,theory,struggle,transforming,characteristic,something"
Big Data 2020,Confluent,Kafka as a Platform: the Ecosystem from the Ground Up,176,"streaming platform,kafka ha,kafka ha become,key data,key data infrastructure,data infrastructure technology,vague sense","Confluent,Big Data","message,consumer,apis,messaging"
Big Data 2020,Phoensight,In the Shallow with AI,111,"artificial intelligence technology,artificial intelligence technology continue,organisation question,organisation question around,human intelligence,human intelligence continues,much interest many,eliciting human",,"integrate,society,recognised,humansintheloop,focused"
Big Data 2020,ServiceNow,5 Pillars of User-Centric Analytics,107,"analytics program,usercentric analytics,usercentric analytics program,one team,one team created,revolutionized data,revolutionized data consumption,data consumption across,consider analytics",,"company,decisionmaking"
Big Data 2020,Code4Thought,Data Versioning What Does it Mean?,178,"object storage,data lake,use case,better versioning,open source,open source project,source project providing,data versioning","DoltHub,Update,ACID","manage,solution,pipeline,growing,git"
Big Data 2020,Schibsted,Predicting Cryptocurrency Exchange Rates with Stream Processing Social Data and Online Learning,45,"common use,common use case,provide tip,good practice,design system",,"designing,seems,presenter,pitfall,billion,cope,talk,harder,load"
Big Data 2020,Microsoft,Azure Synapse Analytics Overview,105,"azure synapse,azure synapse analytics,data warehouse,azure sql,azure sql data,sql data warehouse,data warehouse evolved,limitless analytics,limitless analytics service","Synapse Analytics,Big Data,Azure Synapse Analytics","brings,together"
Big Data 2020,Starburstdata,Interactive BI Analytics with Presto,159,"data source,use case,open source,open source distributed,source distributed sql,distributed sql engine,widely recognized,lowlatency query,lowlatency query high,query high concurrency","SQL,Airbnb, Facebook,LinkedIn, Lyft, Netflix, Twitter,Presto,Object Stores,HDFS,RDBMS,BI,Elasticsearch,Lukasz,Karol",presto
Big Data 2020,Spot Intelligence,Designing and Building Data Science Solutions,88,"data science,apply data,apply data science,business challenge,exciting yet,exciting yet getting,yet getting started,ensure success",,"ability,impactful,daunting"
Big Data 2020,SHI GmbH,Adding AI Cloud Services to Your On-Prem Data Workflows for NLP & Content Enrichment,177,"unstructured data,machine learning,cloud service,getting data,data source",Daniel,"challenge,pipeline,onpremise,enriching,processing,training"
Big Data 2020,RavenPack,From the Earth to the Moon: Lessons from the Space Race to Apply in Machine Learning Projects,82,"space race,race wa,space race wa,soviet union,soviet union competition,competence helped,develop space,develop space technology","EEUU,Soviet Union","eeuu,conquer,incredible"
Big Data 2020,ByTek,Analyzing Public Data About User Queries on Search Engine to Predict Trends and Evaluate Markets,66,"search engine,search engine public,engine public data,public data continue,beautiful window,people interest,interest analysis,interest analysis tool,analysis tool however",NLP,"analyze,keywords,query"
Big Data 2020,TechGDPR,The GDPR Challenges to Big Data and How to Overcome Them,84,"big data,gdpr pose,gdpr pose real,pose real limit,personal data,data market,data market data,market data analysis,data exchange,radically change,talk silvan",GDPR,used
Big Data 2020,Hazelcast,Real-Time Streaming with Python ML Inference,160,"machine learning,pretty well,pretty well understood,great tool,data science,answer nontrivial,answer nontrivial question,often used,key new,key new challenge","Python,Java","python,capability,making"
Big Data 2020,Datatonic,ML in Production - Serverless and Painless,177,"machine learning,machine learning pipeline,machine learning model,case study,productionising machine,productionising machine learning,data scientist,data scientist fortunately,scientist fortunately many","Oliver,Tensorflow,Google Cloud Platform","become,mobile,daunting"
Big Data 2020,GRADIANT,Advanced Analytics in the Industry,89,"data use industry,use industry different,industry different view,industry 40,industry 40 congress,artificial intelligence ,artificial intelligence  project,intelligence project presented","Congress,Ibermática,OEE,Phenobyte","experience,description,gradiant,realtime"
Big Data 2020,Human Technologies,Ethical Side of Booming AI,68,"nowaday everybody,nowaday everybody talk,artificial intelligence even,affect human,much deeper,huge ethical,huge ethical gap,really expect,moral compass",,"deliver,future,humany,technology,humanfaced"
Big Data 2020,REEA,Supercharge your Data Analytics with BigQuery ML,162,"machine learning,without leaving,machine learning model,bigquery machine learning,query editor,build machine,build machine learning,using sql","BigQuery ML,SQL,TensorFlow,BigQuery Models,BigQuery","database,language"
Big Data 2020,PREVINET,Real-Time Stream Processing for Insurance & Health Care With Kafka Kafka Streams and Multi-Runtime Microservices,197,"insurance company,machine learning component",mongo,"microservices,used,processing,scala,heavily,resilient,different,developed,usually,based,akka,storage"
Big Data 2020,Hazelcast,Introduction to Data Streaming,224,"batch processing,batch processing model,stream processing,data streaming,best manage,huge mass,processing model ha","Switzerland,OpenData,Hazelcast","possible,software,eating,able,emerge,faithfully"
Big Data 2020,Monte Carlo,Making Data Downtime a Pillar of Your Data Strategy,63,"data downtime,partial erroneous,partial erroneous missing,otherwise inaccurate,otherwise inaccurate data,inaccurate data downtime,highly costly,organization yet,often addressed,often addressed ad",Barr,"barr,introduce"
Big Data 2020,Code4Thought,Trust and Quality in the Era of Software 2.0,178,"machine learning model,quality property,fairness accountability,widespread excitement,machine learning,machine learning machine learning,learning machine learning model","Accuracy,F.A.T.,Fairness,Transparency","deliver,transparency,yiannis,potential"
Big Data 2020,ThinkCol,Towards Enterprise-Grade Data Discovery at ING with Apache Atlas and Amundsen,72,"business value,practical case,practical case study,artificial intelligence kane,hong kong,world wide us,wide us ai","AI,Kane,Hong Kong","company,discus,experience,discussing,create"
Big Data 2020,ING Bank,Machine Learning Engineering,126,"data discovery,big data,data scientist,successful implementation,data discovery solution,key enabler,true democratisation,enterprise context,oldschool big","ETL,Verdan,Apache Atlas,Lyft,Linux Foundation,Big Data,ING","prerequisite,transforming"
Big Data 2020,paf,The Importance of Good Data Quality and Understanding of Visitor Behavior,73,"session mat,session mat go,interesting segment,get high,get high data,high data quality,web visitor,machine learning",Facebook,"customer,measure,becoming,facebook,google"
Big Data 2020,Hawk:AI,Exoplanet Detection Using Machine Learning,260,"machine learning,detect exoplanets","algorithm,classifier,Kepler,AUC,Nasa,Transiting Exoplanet Survey Satellite,TESS","lightcurves,feature,used,able,based,technique,using,conventional,lightcurve,recall"
Big Data 2020,Aizonic,Streaming Processing - an Overview of the Concepts Architecture and Technology of Doing Data Science on Real-Time Data,168,"streaming processing,fast data,fast data processing,increasingly popular,increasingly popular subject,financial service,financial service marketing","Bas,IoT","architecture,solution,becoming,healthcare"
Big Data 2020,Intellisystem Technologies,Covid-19: Big Data Analytics and Artificial Intelligence,94,"covid19 pandemic,covid19 pandemic spreading,pandemic spreading across,becoming clear,reach posing,reach posing severe,posing severe challenge,health service,related social,economic impact,government try",,range
Big Data 2020,Credit Sesame,The Intuition Behind the Use of M.L. in Marketing Analytics,220,"predictive model,since 2013,since 2013 important,2013 important breakthrough,made possible,run sophisticated,run sophisticated predictive,sophisticated predictive model,predictive model capable,classifying image","Artificial Intelligence (AI,Cross","technology,advance"
Big Data 2020,iunera GmbH & Co. KG,Stopping Public Transport Coronavirus Infections with Big Data,49,"coronavirus reduced,public transport passenger,minimum passenger,minimum passenger fear,overfilled vehicle,big data,big data analytics,forecasting help,limit infection,idea development","Coronavirus,Big Data",infected
Big Data 2020,Fundbox,Orchestrating Data Workflows Using a Fully Serverless Architecture,158,"data workflow,aws stepfunctions,docker container","Fundbox,AWS StepFunctions,Tomer,BI","fundbox,resource,company,scheduling,dependency,engineering,architecture,tomer,scalable,overcome"
Big Data 2020,Hybrid Theory,Big Data Architecture in the Advertising Industry,65,"hybrid theory,data engineer,data scientist,ingesting billion,event per,event per week,create multiple,create multiple product,multiple product using,product using kafka,using kafka spark,multiple component",Apache Airflow,
Big Data 2020,Digital Fingerprints,From Internet Access Devices Usage to Behavioural Model,131,"using mouse,using mouse keyboard,mouse keyboard tablet,great source,user behaviour,user behaviour data,sensor built",,"feature,important,information,gathered,device,transferred"
Big Data 2020,"AI Product Institute, Silicon Valley",Product Management Principles to Drive Businesses in the AI Era,135,"artificial intelligence solution,significant challenge,company trying,adopt ai,business domain,artificial intelligence solution domain,corporate strategist,corporate strategist strive,sustainable profitability,artificial intelligence technologist","Amazon,Google",
Digital Work 2020,MIT Sloan School of Management,Keynote Address: The CX-EX Connection (*All Times EDT),63,"keynote address,keynote address mit,address mit research,mit research scientist,research scientist kristine,scientist kristine dery,kristine dery share,people work",MIT,"digital,finding,dynamic,technology,management"
Digital Work 2020,"Dell Technologies, Vmware",Case Study: Building a Future Ready Workforce with VMware (*All Times EDT),56,"supporting remote,supporting remote work,true anywhere,true anywhere organization,anywhere organization employee,organization employee experience,shift learn,dell technology,dell technology wa",Dell Technologies,"moving,becoming"
Digital Work 2020,IBM,Effectively Embedding User Researchers and Designers on Agile Teams (*All Times EDT),151,"user experience,integrate design,basic tenet,team attempt,seamachine learningessly integrate,seamachine learningessly integrate design,integrate design practice","Philosophical & logistical,Agile","agile,designer,deliver,challenge,clearthat"
Digital Work 2020,AI in Business,Harnessing AI in the Next-Gen Digital Workplace (*All Times EDT),219,"katie king,impacting hr,digital workplace,confusion hype,expectation surrounding,expectation surrounding artificial,surrounding artificial intelligence ","Artificial Intelligence (AI,UK,All-Party Parliamentary Group,APPG,Katie,Success","pragmatic,culture,structure"
Digital Work 2020,Wells Fargo,Moving to Microservices: Building an Integrated Digital Experience (*All Times EDT),43,"well fargo,well fargo move,platform dependency,microservices efficiency,digital workplace,digital workplace vp,workplace vp christy,vp christy punch,christy punch gain,inside look,model built","Wells Fargo's,Digital Workplace VP,Christy Punch",financial
Digital Work 2020,Facebook,Leaning Forward on the Employee Journey at Facebook (*All Times EDT),84,"employee experience,facebook recently,facebook recently committed,forwardleaning company,remote work,measured thoughtful,responsible part,include redesigning","Facebook and Sameer Chowdhri, Global Head HR Solutions,Facebook",
Digital Work 2020,Ideal State,Selecting the Right Tech for Your Intranet: A Practical Approach To Getting It Right (*All Times EDT),116,"employee experience,right intranet,right intranet technology,tool impact,tool impact every,impact every aspect,employee experience like,done right,organization culture,work style","Ideal State,Cystic Fibrosis Foundation,CFF,Beezy","cff,provider"
