conference ,title,description,Inc
Big Data 2019,Big Data Information Architecture for AI,"IBM is famous for Watson, the artificial intelligence system which won the Jeopardy! general knowledge quiz show in 2011. Since then IBM have been feeding it big data and it is being used across industry to help humans work smarter. Here’s a presentation on some of the more interesting case studies from around the world such as Watson Willow at Woodside; the L’Oreal factory and Iplexia demo to show a factory line manager talking to Watson; Olli the self driving cognitive bus you can talk to; Ask Mercedes car manual, and the way we are putting Watson into IBM’s design management application Rational DOORS and IBM’s asset management application Maximo to improve the processes they support using AI.",IBM
Big Data 2019,Data Discovery with Amundsen,"Company data is increasingly widespread and it has always been difficult to understand who is using which tables or columns, how often and how the dataset was produced. There are commercial tools available that assist for some of these questions, but now there’s also an open-source tool called “Amundsen”, which is already in use by several larger companies. Amundsen helps you answer questions like how a dataset was produced, who else uses it, who’s the owner of a dataset and people using the tool can update the table or column descriptions. Amundsen isn’t around for a very long time, but data lineage and data discovery are already significant problems or at least challenges for companies; Amundsen is a strong answer to these problems, because it doesn’t just focus on the data itself, but also on the people and communities around the data that are using it.",Coolblue B.V.
Big Data 2019,The Creative Side of AI: Product Name Generation,"Product naming is not an easy task. It requires creativity and a goal-driven process. Can AI help? We propose here a solution to get a very large number in very short time of name candidates to inspire your marketing team from a many-to-many LSTM network. We will explore Recurrent Neural Networks in general and LSTM layers in particular and why they work so well for sequence generation. Kathrin will show how to prepare the data and build, train, and deploy a deep learning neural network in Keras and TensorFlow without writing a single line of code using the open source tool KNIME Analytics Platform.",KNIME
Big Data 2019,Computational Propaganda - How Algorithms Influence our Decisions,"“Manipulations in the era of algorithms”. Facebook having 2.2 Monthly Active Users, together with Google and Twitter create three interconnected digital republics where majority of human interactions take place and where increasing amounts of people spend great amount of time daily. Such constellation created fantastic environment for development and usage of targeted ad industry. The same algorithms however have recently gained momentum in being used by bad actors in creation of the so called computational propaganda – custom made messaging aimed at exploiting the micro-vulnerabilities of human mind in order to influence the public discourse and feed people’s decisions. The talk will discuss the casus of Cambridge Analytica, Brexit and the use of bots for influencing people’s decisions.”",Codewise
Big Data 2019,Deep Learning at Scale: Distributed Training and Hyperparameter Search for Image Recognition Problems,"Training complex image recognition model on a large dataset using one machine can be long and cumbersome. This talk focuses on methods and libraries, which allow us to train models on a dataset that does not fit into memory, or maybe even on the disk using multiple GPUs or even nodes. The ways of using multiple GPUs and nodes will be discussed and tradeoffs between different approaches will be compared. This talk includes a live demonstration of distributed training of image recognition model on large data set using Horovod and Petastorm on Databricks platform.",Databricks
Big Data 2019,Digital Business: Tomorrow is Already Here,"Digital business is about intelligently connecting people, things, and businesses. It’s an infinite world of new possibilities for companies to reimagine their business models, the way they work, and how they compete. New technologies like machine learning, the Internet of everything, blockchain, cloud, and the big data platform will transform value chains to enable completely new ways of doing business and our way of life. Hear how you can deliver a innovative customer experience at scale, with a fully-integrated front- and back-end operations based a solid digital core.",SAP
Big Data 2019,Turning a Wasting into a Learning Culture - Combining NLP and Neural Networks to truly Understand and Predict Customers' Behaviour,"Most of the customer feedback of companies around the globe is being wasted, as it is not used to learn, derive insights or to optimize products and processes. At the same time, the amount of customer survey and observation data within companies is growing at heavy speed. The presentation will introduce levers on how to cope with this phenomenon and illustrate, which role Data Science and Machine Learning should Play from an analytical and business perspective. Based on scaled and text feedback of customers, past-oriented data can be turned into predictive causal models that not only explain what truly drives customers loyalty, but also how customer behavior will change in the future based on optimization within the company and its customer service.",LINK Institute
Big Data 2019,Data Science at PMI - The Tools of The Trade,"Data Science is not a one man show. It is a team effort that requires every team member to master the tools of the trade. This is extremely important for effectively putting data science to work in a global organization. In this talk Michal would like to share with you the best practices to start, develop and ship data science products developed inside PMI the best practices and tools, currently in use by 40+ data scientists across four different location, where data science labs of PMI were established in 2017. He would like to share with you how the technologies (Docker, Artifactory, Jenkins) and methods (templates in Cookiecutter, CI/CD with GitFlow) well-known from software engineering are helping us in creating data science workflow that adapts to specific needs of every peculiar use case we need to deal with, provides transparency at all times, is reproducible not only at the data science but also data engineering and devops dimensions and allows at the same time frictionless development of data products and gives us the freedom to experiment.
Michal would also discuss the “transition challenges” and share some practical hints – for moving from pure exploration in Jupyter to building pip packages that will be put into production as well as for moving from data-to-code to code-to-data approaches in data science challenges. If you’re interested in how Python, Jupyter notebooks, Docker, AWS, Hadoop ecosystem, Spark, Artifactory, Jenkins, Atlassian suite, etc. are setup to support our collaborative work, devoted to building predictive models, this talk is for you.",Philip Morris International
Big Data 2019,Optimize your Data Pipeline without Rewriting it,"It is not fast enough! That is one of the more common responses to a data engineer when putting a data pipeline in production. It is easy to dig down into the code and try to optimize it. My experience as a data engineer shows me that it is often easier and more efficient, both in time spent and outcome, to focus on a more holistic view of the pipeline. In this talk, we will look at a structured process to optimize our batch pipelines. We will introduce steps that make our process data-driven instead of a gut feeling. With examples from real-world cases where delivery time was reduced in order by magnitude, we will look on actions where taken.
The intended audience is a beginner to intermediate data engineers. After the talk, you will have a better understanding of how to optimize your pipeline and be able to explain the steps taken for a stakeholder. You will know:
* what metrics to look at
* how to visualize the metrics
* how to detect bottlenecks and other time thieves from the metrics
* what actions to take.",Tink
Big Data 2019,Making Data Scientists Productive in Azure,"Doing data science today is far more difficult that it will be in the next 5-10 years. Sharing, collaborating on data science workflows in painful, pushing models into production is challenging. Let’s explore what Azure provides to ease Data Scientists’ pains. What tools and services can we choose based on a problem definition, skillset or infrastructure requirements?
In this talk, you learn more about Azure Databricks, MLFlow, Azure Machine Learning, Delta Lake, Data Science Virtual Machines and Cognitive Services, with all the perks and limitations.",Cognizant
Big Data 2019,Real-Time Data Streaming with Azure Stream Analytics,"It’s imperative in today’s world to be able to make split second decisions based on real-time data. Reports based on batch data are great for looking back at trends and potentially making long-term decision, but old data is in many cases already obsolete, and the opportunity to have an actionable impact on the success of a specific process may have been lost. What if we easily could set up a near real-time data pipeline, that could be used to provide complex analytics, and make intelligent actions based on the result? Allow me to introduce Azure Stream Analytics! In this talk, we will take a closer look at the Azure Stream Analytics ecosystem, and look at real world examples streaming twitter feeds as well as sensor data from Raspberry Pi’s, demonstrating how you can build your own burglar alarm.",Excella
Big Data 2019,Building a Scalable Data Science & Machine Learning cloud using Kubernetes,"Tagline: A real-life story of architecting & building a cloud-native data science platform using Kubernetes. A growing team of data scientists was looking for a simple, flexible, scalable and a secure way of migrating to the cloud as the on-prem data center started becoming a bottleneck. Kubernetes, which enables applications to run on a variety of private and public clouds, along with an ever-growing feature set, matched most of the team’s requirements. In this talk, Murali Paluru, who had the opportunity to work with the Data Scientists team, will share the gathered requirements, architecture and in-depth details of the Data Science platform built on top of Kubernetes. He will also demo a one-click solution that he has developed, to hide away the complexity of Kubernetes and enable the Data Scientists to focus on analyzing the data instead of managing the underlying infrastructure. Data Science is gaining much momentum and is being used by various organizations to get insights into the troves of data being accumulated. The attendees will learn how they can leverage Kubernetes within their teams. They can use the architecture shared in this presentation as-is or build on top of it and they can avoid the common mistakes and pitfalls that would be shared in this presentation.",Rancher Labs
Big Data 2019,Machine Learning Engineering,"When learning about machine learning methods, much effort is put into the fun part i.e. training and tweaking the models to improve upon your favorite performance metrics. But when the dust settles all these toys need to be working in your production environment and you want to have as little issues with them as possible. In this presentation, we will talk about things that are important if you want your ML system to be healthy and effective, like: testing, monitoring, delayed feedback loops, data quality, etc.", Adform
Big Data 2019,The Future of Traditional Shopping Driven by Customer Centric Approaches,"Artificial Intelligence gives retailers a great opportunity to evolve from point of sale to point of experience, convenience and omnichannel. In the coming years e.g., it will be easy to use bots for purchases perceived as boring and monotonous. As a consequence, offline retailers will have to be customer obsessed, keeping them engaged and loyal to their products if they don’t want to fall into an only-transactional buying category. Together with a major European retailer, we leveraged a 6-step Multi-Genre-Analytics approach with the objective of making the current range management customer centric. This required information to determine the wider impact of range changes, understanding e.g. the transferable demand of removed items and shopping missions. The desired outcome was not only to catch affinity effects but also to identify whether customers are loyal to a product or to a brand as removing a loyalty enabling product impacts negatively visits and sales. With the help of deep learning and video analytics, we aim now to be even more efficient optimising range and customer experience. The goal is to give the point of experience the equivalent capability of Web Analytics in the online world. How did this evolve as a business success story?",Teradata Corporation
Big Data 2019,A Game Theory Approach for Data Driven Business Decisions: Use Case in Portfolio Optimization,"Companies have a lot of useful information obtained from data that can be transformed into analytical models ready to use in business decision processes.
In this session, we will explore how this information, data and models, can be adapted and enriched in order to include in these company’s decision processes the existence of other players in the market, especially the competitors.
Each player in the market have their own strategies. Are we sure that when we are taking a decision, we are also taking into account all possible strategies of the competitors including retaliate actions? For example, if a company reduces prices, the first expected consequence can be the increase of market share, and then, the increase of the incomes. However, if competitors also reduce prices as a retaliate action the price reduction can be turned into an income reduction (same market share but lower prices). The consequences can be even worse if the initial price reduction starts a price war.
Is It possible to anticipate this outcome in order to avoid it? We propose to study the interaction between different competitors (players) in the market under the game theory scheme. Game theory can be used to answer very relevant business questions like “How can I optimize my portfolio?” or “Can my action start a price war?”. We have built a 3-step process:
First: We build a market simulator based on current customer behaviour, that allow us to simulate any possible portfolio obtaining gains and losses for each player for all possible scenarios.
Second: each player try to optimize the portfolio, modifying it. The portfolio for each player evolves following Monte Carlo simulations under some business conditions.
Third: the portfolio evolution finish when a given convergence criterion is reached, applying game theory equilibrium concepts.
In summary, this model provides Marketing Units with valuable information about possible evolutions of the company portfolio, or even the competitor’s one. Helps Marketing Units understanding the competitive dynamics of the market providing useful insights for the decision processes. So, business units can take initiative when needed, of planning retaliate actions if other players are going to take actions first.",Telefonica S.A.
Big Data 2019,Predicting Hotel Cancellations with Machine Learning,"Hotel cancellations can cause issues for many businesses in the industry. Not only do cancellations result in lost revenue, but this can also cause difficulty in coordinating bookings and adjusting revenue management practices. This session explores how machine learning techniques can be used to predict hotel cancellations. Firstly, data manipulation techniques with pandas are employed to effectively process over 20,000 customer entries. Feature selection tools such as the Extra Trees Classifier are then used to pinpoint the main drivers of hotel cancellations. The use of logistic regressions, support vector machines, and SARIMA are employed for prediction purposes, and extensive visualisations with pyplot are also generated to illustrate cancellation trends across different time periods.",MGCodesandStats
Big Data 2019,Stream Processing for Analysts with Flink and Nussknacker,"Analyzing and gaining insights from large amounts of data is one thing. Doing it in real time is a whole different business. There quite a few advanced stream processing engines, Apache Flink is one the most widely used. However, designing, testing and deploying streaming jobs usually demand development skills – it’s not so easy for analysts or business people. When Flink was introduced in one the largest Polish telcoms (which is used for real time marketing and fraud detection there), Maciek and his team decided to build open source project – Nussknacker – to make it easier for non-programmers to use all Flink power. Maciek will tell about it and show what they’ve built. The talk will be based on real-world examples – from simple filterings to aggregations and model serving.",TouK
Big Data 2019,Overview of Generative Adversarial Networks (GANs),"Until recently, generative modeling of any kind has had limited success. But now that Generative Adversarial Networks (GANs) have recently reached few tremendous milestones (and truly exponential growth in the interest in this technology), we are now closer to a general purpose framework for generating new data. Now GANs can achieve a variety of applications such as synthesizing full-HD synthetic faces, to semi-supervised learning as well as defending and mastering adversarial examples, we can discuss them in this talk. In this talk, we will start with the basics of generative models, but eventually, explore the state of the art in generating full HD images as presented in https://arxiv.org/abs/1710.10196 and dive into adversarial attacks and why this matters to all computer vision algorithms. GANs are a novel approach to generating new data or on a variety of adjacent problems that leverages the power of deep learning and two competing agents to achieve breath-taking results. Now GANs can achieve a variety of applications such as synthesizing full-HD synthetic faces, to semi-supervised learning as well as defending and mastering adversarial examples, we can discuss them in this talk.",Yepic
Big Data 2019,cGAN for Automatic Site Selection of Cultural Venues [P22404],"While analyzing structured data (even tremendous amounts of it) is a solved mystery nowadays, retrieving actionable insights from unstructured data (i.e. text) is the new challenge to be met. This talk even goes one step further and places this challenge in a streaming data setting. A reference architecture that works across industries will be shown to illustrate how to process text immediately after being written, how to analyze it, how to gather its meaning, and eventually visualize the results to provide actionable insights. This architecture will be composed of several open source projects. When combined, these tools are capable of accomplishing this ambitious task of analyzing streaming unstructured data. The talk will be completed by a live demo that showcases how real-life customer reviews can be processed in real-time to do sentiment analysis on unstructured data and display the results on a dashboard to provide actionable insights.",SHI GmbH
Big Data 2019,Big Data Serving: The Last Frontier. Processing and Inference at Scale in Real Time,"The big data world has mature technologies for offline analysis and learning from data, but have lacked options for making data-driven decisions in real time. This talk introduces vespa.ai a mature open source platform for storing, selecting processing and making model inferences over large data sets at end user request time.",VaHa
Big Data 2019,More Than a Query Language: SQL in the 21st Century,"“Great News–The Relational Model is Dead” was a prominent comment on the release of the new SQL standard in 1999. The message behind the provoking statement was that SQL has evolved beyond the relational model. As much as this move was discussed at that time, it took decades until database vendors caught up with this idiomatic change. Many developers haven’t heard of it until today. This talk provides the big picture on the evolution of SQL and introduces some selected modern SQL features by example. You will see that SQL has changed as much as our requirements have changed over the past decades.",winand.at
Big Data 2019,Embedded Analytics through Data API or What Big Companies are Hiding from You,"There are more than 20 years of experience of building amazing ETL and BI solutions and tools. These solutions proved being very useful and will serve us in the future.
However, such BI ecosystem was egoistically targeted for closed use cases with a focus on internal needs of companies using it, so only large companies allowed themselves offering great Analytical tools for their customers as self-service. Of course, there are many reasons for that – building such functionality takes enormous development effort, money and time. While the trend of making data more available for end users is there, big tech companies are still not giving access to main building blocks which would allow to easily build Data APIs and self-service embedded analytics to make life easier for many development teams. But the time has changed, and new evolving technologies are moving towards closing the gap and giving opportunities of creating infused Analytics to be used by wide range of companies and users. Let’s discuss coming new approaches, technics and components for better, faster and cheaper development of self-driven Analytics and Data oriented APIs.",Peekdata.io
Big Data 2019,Best Practices for Building AI Datasets,"Datasets are the most basic building blocks in AI systems, and the most innovative solutions often require manually collecting and labelling data. Yet most teams put their emphasis on magical models instead of solid, high quality datasets. In this talk, I will discuss many of the best practices for building AI datasets from scratch.",Electric Brain Software Corporation
Big Data 2019,Runtime Modifications of Distributed Big Data AI Models and Its Parameters,"There has been phenomenal growth of interest in distributed data analysis with large software and other commercial entities. They are trying to construct the solutions that facilitate flexible, scalable and heterogeneous IT-infrastructures dealing with Big Data analysis. Distributed data processing platforms such as Hadoop or Apache Spark became a de-facto standard in the world of Big Data processing, and in cloud economy. The processing pipelines consisting of AI models for such platforms are composed during design time and then submitted to the central (master) component who then distributes the code among several worker nodes. However, in many situations, the application is not static: the users want to add new processing steps, data scientists adjust parameters of their algorithm, testers find new bugs, requirements from user could change, etc. We propose an approach based on AI Planning to make AI models adaptive within distributed processing pipelines by updating them on-the-fly (runtime) in response to changes coming from AI experts, users, the environment, etc.",TNO
Big Data 2019,The Journey Through Real Estate Price Model Development,"Together with his team, Vygantas has developed a model that predicts the selling price of homes in Denmark. The development was an exciting journey with many challenges and different attempts to overcome them. Sometimes the build process is more interesting than the final model itself. Thus, Vygantas is very happy to offer you a walkthrough of this experience with all the pains and joys encountered along the way.",Danske Bank
Big Data 2019,Better Data Exploration and Visualisation with Elasticsearch and Kibana,"Data science has incredibly sophisticated analysis tools which are very effective, but rarely very convenient for their operators. In this live demo we will focus primarily on the prototyping and exploration phase of a data scientist’s workflow. We’ll push a slice of a bigger dataset held in pandas into Elasticsearch. We’ll then use Kibana to build on the fly visualisations and dashboards, allowing us to explore and discover the data’s features in a more intuitive, faster way than writing commands in a jupyter notebook. As Elasticsearch itself is a highly scalable datastore, we’ll discuss how you could take its many abilities beyond prototyping into production if it makes sense for a particular dataset. This demo only includes open source tools or tools free for all use, including commercial.",Elastic
Big Data 2019,Breakthroughs and the Future of (Deep) Reinforcement Learning,"Due to recent successes in winning computer games against humans, Reinforcement Learning (RL)
received a lot of attention in the media.
This presentation will elaborate the foundation of RL and demonstrate how it is implemented.
Also, it will demonstrate how we can track and understand a system’s learning progress.
Most recent trends of RL research and applications in logistics and pharmacy will be discussed.",Dr. B'hlmeier Consulting
Big Data 2020,Redis: a Multi-Model DB for IoT and Beyond,"An overview of Redis, an open-source multi-model NoSQL DB as a foundation for Big Data projects in the Internet of Things ecosystem and beyond. After a short introduction to Redis, its multi-model capabilities are discussed which make this popular open-source DB a top choice for unstructured data typically found in IoT environments, ranging from simple JSON data to complex graph and timeseries requirements. A few real-world use cases round off this presentation.",Redis Labs
Big Data 2020,Graph Processing for Open Metadata and Governance,Learn how ODPi Egeria uses its distributed virtual graph to connect metadata about an enterprise’s data and IT services from many different tools and then apply governance across this landscape. In this talk we will describe the principles behind the distributed virtual graph and how different technologies can connect in. We will also cover how the JanusGraph technology can be used to fill in the gaps between the tools to ensure the metadata is linked together.,ODPi Egeria & IBM
Big Data 2020,Data Governance From an Engineering Perspective,"For a long time, data governance seemed to me like an empty phrase meaning everything and nothing at the same time. Valdas was on the fence, not sure how to approach it from an engineering perspective.",IT Architect Specializing in Data Analytics and Cloud Computing
Big Data 2020,Introduction to FLaNK Stack,"Introducing the FLaNK stack which combines Apache Flink, Apache NiFi, Apache Kafka and Apache Kudu to build fast applications for IoT, AI, rapid ingest. FLaNK provides a quick set of tools to build applications at any scale for any streaming and IoT use cases.",Cloudera
Big Data 2020,Best Practices for Building Streaming Data Architectures,"The era of big data is over since everybody is a big data company these days. While this sounds super exciting in theory most companies seem to struggle in transforming this characteristic into something that really provides value. To address this problem a new architectural style have been used and it is called streaming data architecture. This architecture style allows companies to harness the power of data by ingesting, storing, and processing data as they happen and at scale to fuel modern analytics based applications.",Elastic
Big Data 2020,Kafka as a Platform: the Ecosystem from the Ground Up,"Kafka has become a key data infrastructure technology, and we all have at least a vague sense that it is a messaging system, but what else is it? How can an overgrown message bus be getting this much buzz? Well, because Kafka is merely the center of a rich streaming data platform that invites detailed exploration. In this talk, we’ll look at the entire streaming platform provided by Apache Kafka and the Confluent community components. Starting with a lonely key-value pair, we’ll build up topics, partitioning, replication, and low-level Producer and Consumer APIs. We’ll group consumers into elastically scalable, fault-tolerant application clusters, then layer on more sophisticated stream processing APIs like Kafka Streams and ksqlDB. We’ll help teams collaborate around data formats with schema management. We’ll integrate with legacy systems without writing custom code. By the time we’re done, the open-source project we thought was Big Data’s answer to message queues will have become an enterprise-grade streaming platform, all in 45 minutes.",Confluent
Big Data 2020,In the Shallow with AI,"As AI technologies continue to integrate and transform our society and organisations, questions around how these augment with human intelligence continues to be of much interest. Many have recognised the need for ‘humans-in-the-loop’ in AI, but most of these efforts have focused on eliciting human interventions at various points in the machine learning process rather than leveraging human ingenuity.In this session we’ll briefly look at:
* The role of objective and subjective data, and how these influence data-driven insights;
* ‘Trans-contextual’ information and the implications for AI; and
* How human ingenuity and adaptability can play an important role in mitigating the unintended and unwanted consequences of AI.",Phoensight
Big Data 2020,5 Pillars of User-Centric Analytics,"How one team created a user-centric analytics program that revolutionized data consumption across the company.
Some consider analytics the dark art of digital transformation. The truth is that, done right, analytics can illuminate the darkest corners of business.Analytics team have seen the power of analytics in action, one that brings the process of creating a truly user-centric analytics program into the light. Today, the team runs an analytics program that aligns with critical areas of decision-making within the company and empowers users with powerful decision-making capabilities every single day.
Join the session to learn more and how to apply the successful analytics strategy to your own organization(s).",ServiceNow
Big Data 2020,"Data Versioning, What Does it Mean?","The demand for better versioning of data is growing. There are a plethora of open source projects providing “data versioning”, “Git for data” and “manage data like code” capabilities (e.g Hudi, DoltHub,, Delta Lake, DVC, Pachyderm, and lakeFS). So how do you know you are choosing the right one? In this talk we will go over the difference between these solutions by clustering them according to 4 main use cases:
1. Collaboration over data: enabling teams to collaborate over data over time, while contributing to the data evolution.
2. Managing ML pipelines: allowing pipeline management of ML projects, from model creation to production.
3. The need for mutability: data formats that grant Insert, Update and delete over an immutable object storage.
4. The need for ACID guarantees over an object storage data lake: using branching logic to manage an object storage based data lake. By the end of the talk, you should have a good understanding of how these solutions compare and which you should choose for different types of use cases. ",Code4Thought
Big Data 2020,"Predicting Cryptocurrency Exchange Rates with Stream Processing, Social Data and Online Learning",Designing a system to cope with loads of billions of events is harder than it seems. In this talk the presenter will go through the most common use cases and pitfalls and provide tips and good practices about how to design systems to avoid them.,Schibsted
Big Data 2020,Azure Synapse Analytics Overview,"Azure Synapse Analytics is Azure SQL Data Warehouse evolved: a limitless analytics service that brings together enterprise data warehousing and Big Data analytics into a single service. It gives you the freedom to query data on your terms, using either serverless on-demand or provisioned resources, at scale. Azure Synapse brings these two worlds together with a unified experience to ingest, prepare, manage, and serve data for immediate business intelligence and machine learning needs. In this presentation, James will talk about the new products and features that make up Azure Synapse Analytics and how it fits in a modern data warehouse, as well as provide demonstrations.",Microsoft
Big Data 2020,Interactive BI Analytics with Presto,"Presto, an open source distributed SQL engine, is widely recognized for its low-latency queries, high concurrency, and native ability to query multiple data sources. Proven at scale in a variety of use cases at Airbnb, Facebook, LinkedIn, Lyft, Netflix, Twitter, and Uber, in the last few years Presto experienced an unprecedented growth in popularity in both on-premises and cloud deployments over Object Stores, HDFS, NoSQL and RDBMS data stores. From the start, Presto was targeting interactive BI analytics involving heterogeneous data sources. Recent improvements like aggregation pushdown, dynamic filtering, data masking and supporting new data sources including Druid, Delta Lake and Elasticsearch, pushed that use case to the next level. During the talk Lukasz and Karol will give a quick introduction to Presto in general, as well as some of its advanced features. They will show a demo, how it works in practice. In addition, they will demonstrate how to integrate different data sources in a data protected environment",Starburstdata
Big Data 2020,Designing and Building Data Science Solutions,The ability to apply data science and AI to business challenges can be impactful and exciting. Yet getting started can be daunting: how best to plan a project in order to ensure success can be unclear. Jon and Neri will share their learnings about sensible approaches to designing data science projects and present a framework that they have found to be useful in giving projects the best chance for success. This talk will largely mirror the material that appears in their book by the same title at https://datasciencedesign.com/.,Spot Intelligence
Big Data 2020,Adding AI Cloud Services to Your On-Prem Data Workflows for NLP & Content Enrichment,"Getting data out of data sources and into your favourite search engine or storage system is often one of the first challenges you face in any data project. There are some ETL tools out there that help you face that issue and consequently there are a lot of data pipelines that are run on-premise: Either based on open source software like Apache NiFi or commercial products. These tools usually offer a variety of transformations but are very limited when it comes to working with unstructured data and enriching that data. However, establishing a process for analysing and enriching unstructured data can be extremely tedious: You need the right persons (e.g. machine learning engineers, data scientists, natural language processing experts), a lot of annotated training and test data, computational power for training machine learning models etc. Cloud services to the rescue! In this presentation Daniel will show how on-premise data processing or indexing pipelines can be extended by cloud services to get more out of your unstructured data while bypassing all the above-mentioned challenges saving time and money.",SHI GmbH
Big Data 2020,From the Earth to the Moon: Lessons from the Space Race to Apply in Machine Learning Projects,"“The space race was a EEUU – Soviet Union competition to conquer the space. This competence helped to develop space technology in an incredible manner, developing other derivative technologies as a side effect.
This race was full of success in both sides, achieving goals that seemed impossible in record time.
From this space race we can learn some lessons that we can apply to our Machine Learning projects to have a bigger success rate in a limited amount of time.”",RavenPack
Big Data 2020,Analyzing Public Data About User Queries on Search Engine to Predict Trends and Evaluate Markets,"Keywords and queries from search engine public data continue to be a beautiful window into people's interests. If we want to use words as an interest analysis tool, however, we need to analyze large volumes of data and manual analysis can be expensive and inaccurate. We Will go through this topic starting from how retrieve data and how to analyze these data with some NLP libraries. ",ByTek
Big Data 2020,"The GDPR Challenges to Big Data, and How to Overcome Them","The GDPR poses real limits on how personal data can be used, but it does not mean the end of data markets, data analysis and data exchange, but the methods to fuel this will radically change. During this talk, Silvan Jongerius, expert in GDPR compliance for technology will explain the obvious and not so obvious challenges of GDPR in big data, and look at different approaches to overcome them. Privacy innovation can help big data businesses to reach their goals without breaking any rules.",TechGDPR
Big Data 2020,Real-Time Streaming with Python ML Inference,"The capabilities of machine learning are now pretty well understood and there are great tools to do data science and construct models that answer nontrivial questions about your data. These tools are often used from Python. The key new challenge is making the trained prediction model usable in real time, while the user is interacting with your software. Getting answers from an ML model takes a lot of CPU/GPU and must be done at serious scale. The ML tools are optimized mainly for batch-processing a lot of data at once, and often the implementations aren’t parallelized. In this talk Marko will show one approach which allows you to write a low-latency, auto-parallelized and distributed stream processing pipeline in Java that seamlessly integrates with a data scientist’s work taken in almost unchanged form from their Python development environment. The talk includes a live demo using the command line and going through some Python and Java code snippets.",Hazelcast
Big Data 2020,ML in Production - Serverless and Painless,"Productionising machine learning pipelines can be a daunting and difficult task for Data Scientists. Fortunately, many novel tools and technologies have become available in the past years to address this issue and make it easier than ever to deploy ML models into production, without the need to configure servers. In this session, Oliver will walk through some of the best serverless options on how to operationalize ML pipelines within the Tensorflow ecosystem and on Google Cloud Platform, based on actual case studies. One of these real-life case studies will dive into the journey of a global cosmetics brand to become packaging-free with the help of ML. The first step towards this goal allows customers to view product information simply by taking a picture. This completely eliminates the need for packaging and labels in stores. However, in order to do this effectively, an accurate image classification model, accessible on mobile phones, is needed. This session will cover the details of the end-to-end machine learning pipeline that was created to deliver and update performance ML models to mobile users.",Datatonic
Big Data 2020,Advanced Analytics in the Industry,"What is the scope in the data use industry? Different views on it are presented in Industry 4.0 Congress; from the description of the power of an artificial intelligence project presented by Gradiant, to real-time decision-making with the experience of Ibermática and its vision of improving OEE based on data. There will be presented also two selected cases from diverse sectors such as the automotive industry (DRAXTON-NAITEC case) or drug design (Phenobyte) that will highlight the importance of having powerful data engineering and enrich the listener’s experience.",GRADIANT
Big Data 2020,Ethical Side of Booming AI,"Nowaday everybody talks about AI and ML as a future for humany. But the thing is that AI, even in it current form will affect human being much deeper then we think. There is a huge ethical gap between what technology can deliver and what we really expect it do deliver. We have to turn our moral compass on. Let’s talk about human-faced side of AI.",Human Technologies
Big Data 2020,Supercharge your Data Analytics with BigQuery ML,"One of the hottest topics in database land these days is BigQuery ML. A new way to use machine learning on top of tabular data straight on your tables without leaving the query editor. With BigQuery ML, you can build machine learning models without leaving the database environment and training it on massive datasets.
In this demo session, we are going to demonstrate common marketing Machine Learning use cases how to build, train, eval and predict, your own scalable machine learning models using SQL language.
The audience will get first hand experience how to write CREATE MODEL sql syntax to build machine learning models such as:
– Multiclass logistic regression for classification
– K-means clustering
– Matrix factorization
– ARIMA time series predictions
– Import TensorFlow models for prediction in BigQuery Models are trained and accessed in BigQuery using SQL — a language data analysts know. This enables business decision making through predictive analytics across the organization without leaving the query editor.",REEA
Big Data 2020,"Real-Time Stream Processing for Insurance & Health Care With Kafka, Kafka Streams and Multi-Runtime Microservices","Insurance companies traditionally heavily used batch processing to manage their data. However, nowadays we expect to have the data ready in near real time. Moreover systems increased in complexity to satisfy new challenging requirements like usage of AI and ML components. As a service provider for insurance companies, pension & healthcare funds we rolled out a resilient stream processing platform running in kubernetes that we can scale out horizontally to integrate different microservices developed in different languages like java, scala or python. To communicate between microservices kafka is used, since it’s scalable and resilient. All microservices are usually stateless and are governed by scala based orchestrators developed with kafka-streams. For python microservices we adopted pykafka, while for scala microservices we heavily uses akka and akka-streams to be able to scale vertically inside a single microservice instance. The state is usually passed along each message down the data processing pipeline, but in case of big payloads (like documents to be classified by ML components) a redis cluster is used for in memory object storage or a mongo cluster if persisted storage is required. In house connectors based on akka are used to operate with traditional relational databases.",PREVINET
Big Data 2020,Introduction to Data Streaming,"While “software is eating the world”, those who are able to best manage the huge mass of data will emerge out on the top. The batch processing model has been faithfully serving us for decades. However, it might have reached the end of its usefulness for all but some very specific use-cases. As the pace of businesses increases, most of the time, decision makers prefer slightly wrong data sooner, than 100% accurate data later. Stream processing – or data streaming – exactly matches this usage: instead of managing the entire bulk of data, manage pieces of them as soon as they become available. In this talk, Nicolas will define the context in which the old batch processing model was born, the reasons that are behind the new stream processing one, how they compare, what are their pros and cons, and a list of existing technologies implementing the latter with their most prominent characteristics. He’ll conclude by describing in detail one possible use-case of data streaming that is not possible with batches: display in (near) real-time all trains in Switzerland and their position on a map. He’ll go through the all the requirements and the design. Finally, using an OpenData endpoint and the Hazelcast platform, he’ll try to impress attendees with a working demo implementation of it.",Hazelcast
Big Data 2020,Making Data Downtime a Pillar of Your Data Strategy,"Barr will introduce the concept of “data downtime” — periods of time when data is partial, erroneous, missing or otherwise inaccurate. Data downtime is highly costly for organizations, yet is often addressed ad hoc. She’ll discuss why data downtime matters to the data industry and tactics best-in-class organizations use to address it — including org structure, culture, and technology.",Monte Carlo
